멘야산다이메,12,0.5,서울 마포구 홍익로5안길 24,37.5536482,126.9214283,0,56.705528,14.176382,102.7787695,85.058292,67.3378145,28.352764,0,58.415542,14.6038855,43.8116565,55.4947649,102.2271985,17.5246626,0,88.385646,0,0,147.30941,58.923764,0,0,110.6128468,38.8639732,80.7174828,0,68.7593372,0,0,111.663669,0,81.484299,60.35874,48.286992,0,0,57.817634,28.908817,26.0179353,89.6173327,86.726451,0,0,63.1479798,98.2301908,35.082211,105.246633,0,7.0164422
소년식당,2,21,서울 마포구 와우산로29라길 16,37.5551488,126.9269071,0,72.3529352,38.9592728,41.742078,97.398182,27.828052,0,0,41.7330285,23.5882335,32.660631,68.950221,14.515836,0,0,50.0723938,72.8325728,34.1402685,36.4162864,34.1402685,0,0,89.4298572,42.2307659,47.1990913,69.5565556,0,0,0,70.316736,53.9094976,37.5022592,72.6606272,0,0,0,42.5701311,26.3529383,40.542982,62.8416221,30.4072365,0,0,52.9411734,47.0588208,85.2941127,58.823526,26.4705867,2.9411763
준호키친,11.5,22.5,서울 마포구 와우산로29바길 25,37.555147,126.9257211,0,25.7472512,49.1538432,51.4945024,81.923072,25.7472512,0,0,43.714281,31.9450515,36.989007,55.4835105,0,0,0,30.4615332,43.516476,15.9560412,55.1208696,0,0,17.1648334,14.0439546,26.5274698,46.813182,51.4945002,0,0,0,54.8461486,44.230765,0,45.9999956,31.8461508,0,0,45.93406,29.857139,45.93406,64.307684,43.637357,0,0,50.8351626,93.1977981,59.3076897,62.1318654,22.5934056,0
진저피그,11.5,23,서울 마포구 양화로 128,37.5542982,126.9209742,0,19.8478247,25.2608678,43.3043448,64.9565172,27.0652155,0,0,43.7826044,34.565214,20.7391284,82.9565136,48.3912996,0,0,37.6956487,33.2608665,31.0434754,79.8260796,39.9130398,0,0,10.782608,40.43478,48.521736,107.82608,61.999996,0,0,50.434778,17.6521723,25.217389,88.2608615,50.434778,20.1739112,0,26.630433,50.5978227,31.9565196,82.5543423,42.6086928,31.9565196,0,47.3478246,21.0434776,55.2391287,92.0652145,55.2391287,0
뉴오더클럽,14,24,서울 마포구 동교로34길 3,37.5610182,126.9245343,0,0,58.743242,102.16216,63.85135,30.648648,0,0,0,0,0,105.72972,66.081075,48.459455,0,0,54.6891858,51.8108076,143.91891,0,37.4189166,0,0,30.9189155,61.837831,106.810799,81.5135045,0,0,0,0,36.3243202,70.0540461,75.2432347,77.837829,0,0,59.999996,0,122.9999918,77.9999948,38.9999974,0,57.891888,73.972968,102.918912,73.972968,70.756752,0
등불서양주점,18,2,서울 마포구 동교로34길 4,37.5608866,126.924534,0,0,0,0,51.2465699,68.9178009,56.5479392,0,0,0,0,56.3835552,45.6438304,32.2191744,0,0,0,0,65.753418,98.630127,54.794515,0,0,0,0,102.0821834,79.8904044,39.9452022,0,0,0,0,54.9588988,56.575337,50.1095842,0,0,0,0,56.6575306,162.2465649,38.6301345,0,49.8082158,0,0,166.027386,71.9452006,38.7397234
청년닭발1987,15,5,서울 마포구 동교로 218-1,37.5594485,126.9239276,0,0,0,0,90.55899747,121.786238,99.92716962,0,0,0,0,75.69298326,61.27527216,43.25313329,0,0,0,0,144.117066,216.1755989,120.097555,0,0,0,0,226.5385254,177.2910199,88.64550993,0,0,0,0,88.83766345,91.4505359,80.99904609,0,0,0,0,145.9125352,417.8404416,99.48581943,0,49.8082158,0,0,459.418215,199.0812265,107.1975835
인얼반,12,2,서울 마포구 와우산로21길 21-14,37.5517551,126.922017,0,39.9245247,19.0943379,52.075467,20.8301868,34.716978,6.9433956,0,0,31.3018818,26.8301844,67.075461,23.8490528,0,0,30.9056579,35.6603745,54.6792409,26.1509413,90.3396154,0,0,22.5660357,20.8301868,52.075467,38.1886758,26.0377335,13.8867912,0,15.3962248,32.7169777,53.8867868,65.4339554,17.3207529,7.6981124,0,0,50.943393,28.301885,48.1132045,28.301885,127.3584825,0,53.9999964,53.9999964,50.9999966,104.999993,65.9999956,23.9999984
안녕파스타씨,12,21,서울 마포구 잔다리로6길 36,37.5521891,126.9211891,0,0,25.043474,45.0782532,41.3217321,13.7739107,0,0,21.1304322,15.2608677,38.7391257,28.1739096,14.0869548,0,0,9.6347808,21.6782568,22.8826044,48.173904,18.065214,0,0,27.8347784,10.1217376,31.63043,50.608688,6.326086,0,0,23.7391296,27.6956512,33.6304336,69.239128,43.5217376,0,0,19.6565193,41.0999949,32.1652134,53.608689,32.1652134,0,0,30.7565172,29.0478218,49.5521666,46.1347758,20.5043448,0
루나씨엘로,16,1,서울 마포구 동교로34길 21,37.5608245,126.9255332,0,0,0,51.0810783,77.8378336,65.6756721,48.648646,0,0,0,51.790536,78.918912,66.587832,49.32432,0,0,0,58.6013484,89.2972928,75.3445908,55.810808,0,0,0,60.8716185,92.756752,78.2635095,57.97297,0,0,0,55.4797257,84.5405344,71.3310759,52.837834,0,0,0,73.2162123,111.5675616,94.1351301,69.729726,0,66.7702692,0,77.8986474,118.7027008,100.1554038,74.189188
